recommendation_id,scenario_id,trial_number,fund_a,fund_b
6a0cc6a9-a430-4948-a42a-50ed7d45c843,b8426ff5-c6f2-4f25-a259-764e993ffa29,212,49,51
74f97e01-9812-4e16-9560-f59c3119dfe4,b8426ff5-c6f2-4f25-a259-764e993ffa29,213,52,48
5454e53f-8088-4ceb-a69c-1cb57b89b7c4,b8426ff5-c6f2-4f25-a259-764e993ffa29,214,51,49
7ec1bd85-3f51-4bfa-a8fa-d76bf75e2675,b8426ff5-c6f2-4f25-a259-764e993ffa29,215,48,52
27bbf650-6d17-4669-93dc-e9c75bd0124f,b8426ff5-c6f2-4f25-a259-764e993ffa29,216,47,53
63b2e92a-ad35-4fe6-8d5c-071548546a0d,4438925c-5c3f-4773-aa1d-de52214915b1,23,10,90
59bdd90a-7502-4840-92de-83360f5d389f,b8426ff5-c6f2-4f25-a259-764e993ffa29,217,63,37
b8e82361-a9e5-458a-a88c-bd93ac620434,b8426ff5-c6f2-4f25-a259-764e993ffa29,218,65,35
ccdf31ed-7025-4dda-b307-fbc0d5a1ecdd,b8426ff5-c6f2-4f25-a259-764e993ffa29,219,77,23
c8bc437a-1d6f-4c61-aeef-d3f26df245c0,b8426ff5-c6f2-4f25-a259-764e993ffa29,220,72,28
a8666026-bfb3-4163-9256-034cfa7b7be5,b8426ff5-c6f2-4f25-a259-764e993ffa29,221,67,33
fb6e14c4-219a-45d7-ba27-851acc97d312,4438925c-5c3f-4773-aa1d-de52214915b1,24,4,96
d1f4ff9b-98b6-43e9-8cfc-bed2857311f0,b8426ff5-c6f2-4f25-a259-764e993ffa29,222,63,37
ede090e7-bf5f-429e-bba7-4dab0c3fd358,4438925c-5c3f-4773-aa1d-de52214915b1,25,12,88
6f754719-574f-478e-b88c-bb49455526ab,4438925c-5c3f-4773-aa1d-de52214915b1,26,7,93
2646f82b-355c-43ec-8ac3-9908dcfb5bf9,b8426ff5-c6f2-4f25-a259-764e993ffa29,223,69,31
d7b76b76-ca55-46cd-84ec-d6bad30a41b6,4438925c-5c3f-4773-aa1d-de52214915b1,27,1,99
799c2f80-1c63-494f-9c71-a74f1385e1bb,b8426ff5-c6f2-4f25-a259-764e993ffa29,224,45,55
94cfcd96-801c-4c95-89df-4eb6c41e0c85,b8426ff5-c6f2-4f25-a259-764e993ffa29,225,58,42
94b1fe27-6809-4993-988f-692d503314e2,b8426ff5-c6f2-4f25-a259-764e993ffa29,226,73,27
0e8287f5-b339-448e-a5ad-346af721a19e,b8426ff5-c6f2-4f25-a259-764e993ffa29,227,76,24
00c09528-ebe8-4d88-9788-9cab95b306c4,b8426ff5-c6f2-4f25-a259-764e993ffa29,228,77,23
b945590f-edd8-4eae-bf81-1eede4cf54b6,b8426ff5-c6f2-4f25-a259-764e993ffa29,229,56,44
754cf9fc-8d7d-46c1-8192-80e8fc80b34f,b8426ff5-c6f2-4f25-a259-764e993ffa29,230,71,29
a6c156b9-dee3-4f86-aefc-f61832a7f65c,b8426ff5-c6f2-4f25-a259-764e993ffa29,231,66,34
e6ff53f7-643e-4036-8e88-311db4a5f5c1,b8426ff5-c6f2-4f25-a259-764e993ffa29,232,69,31
ccc63aac-06ac-4857-8230-f7ab54e5d925,b8426ff5-c6f2-4f25-a259-764e993ffa29,233,68,32
fb626854-d807-4ec9-838e-433d2fe5c543,b8426ff5-c6f2-4f25-a259-764e993ffa29,234,68,32
8b1be19b-e54f-4538-a1c9-18414ea4af1a,b8426ff5-c6f2-4f25-a259-764e993ffa29,235,58,42
b8007d17-4cd6-4d34-a267-3c70b9c480d9,b8426ff5-c6f2-4f25-a259-764e993ffa29,236,68,32
6e1696a1-b1d0-47af-94e8-5262897ae985,b8426ff5-c6f2-4f25-a259-764e993ffa29,237,58,42
aaf37341-bcb4-4f20-b8fb-38c7e63fbcd6,b8426ff5-c6f2-4f25-a259-764e993ffa29,238,70,30
204e5ca2-934c-41ef-97fc-6e179109efdf,b8426ff5-c6f2-4f25-a259-764e993ffa29,239,76,24
96c3a7a1-09eb-4dad-a071-45fd6988a8cd,b8426ff5-c6f2-4f25-a259-764e993ffa29,240,74,26
7ec7bff8-acdb-4e47-a8ce-186a42c7c753,b8426ff5-c6f2-4f25-a259-764e993ffa29,241,62,38
8960811b-c8de-4893-9548-54ab2bfa381a,b8426ff5-c6f2-4f25-a259-764e993ffa29,242,73,27
f0910d27-1a0c-46f7-875a-56fc37b5dc48,b8426ff5-c6f2-4f25-a259-764e993ffa29,243,64,36
2d83208e-676b-4e59-833b-1068392320c6,b8426ff5-c6f2-4f25-a259-764e993ffa29,244,64,36
36306bbd-154c-46e1-b7f6-168d7cfecb4e,b8426ff5-c6f2-4f25-a259-764e993ffa29,245,65,35
4af36184-8373-481a-ad8f-790b04a9ac16,b8426ff5-c6f2-4f25-a259-764e993ffa29,246,55,45
3791ede8-7039-4134-88ec-4775c12b676c,b8426ff5-c6f2-4f25-a259-764e993ffa29,247,54,46
fa62727b-5e09-4bdd-8b3d-b3226dffc65c,b8426ff5-c6f2-4f25-a259-764e993ffa29,248,58,42
a63d166f-57ac-4704-bac4-634039f34f51,b8426ff5-c6f2-4f25-a259-764e993ffa29,249,32,68
b984f1f3-54cd-451e-bb62-9b265dd9ce64,b8426ff5-c6f2-4f25-a259-764e993ffa29,250,61,39
0de48ec2-4909-4c71-aa1f-d1ab88f7e019,b8426ff5-c6f2-4f25-a259-764e993ffa29,251,47,53
7c464a01-6636-4ae2-8d57-21efe0c4dc15,b8426ff5-c6f2-4f25-a259-764e993ffa29,252,46,54
6ba4dcdd-b3bb-4642-b09d-13cc11e90649,b8426ff5-c6f2-4f25-a259-764e993ffa29,253,48,52
e3235a98-edcd-4ea9-8e42-8bdcf6046639,b8426ff5-c6f2-4f25-a259-764e993ffa29,254,43,57
8bd0bfe6-a136-462c-95aa-1eff1a504c06,b8426ff5-c6f2-4f25-a259-764e993ffa29,255,43,57
e74c6bc9-0641-4efd-a9d4-951fe6f89722,b8426ff5-c6f2-4f25-a259-764e993ffa29,256,46,54
174ebd84-4f62-495f-ae66-dcc34d2782b6,b8426ff5-c6f2-4f25-a259-764e993ffa29,257,54,46
a78b4914-5ea7-41f4-8b89-b5788d45806a,b8426ff5-c6f2-4f25-a259-764e993ffa29,258,51,49
8357c569-9bb5-41a3-82a9-cef9e9739c59,b8426ff5-c6f2-4f25-a259-764e993ffa29,259,61,39
759d290d-2e45-436e-bff1-15b8c6b4c68c,b8426ff5-c6f2-4f25-a259-764e993ffa29,260,56,44
56552e46-de3f-4c2a-a61e-96c94bb52051,b8426ff5-c6f2-4f25-a259-764e993ffa29,261,58,42
99675998-0d0e-4809-9715-7db2d34deaf8,b8426ff5-c6f2-4f25-a259-764e993ffa29,262,48,52
8298e7ab-50a8-4019-bd59-75da17721c9f,b8426ff5-c6f2-4f25-a259-764e993ffa29,263,51,49
106b62f0-9a0f-4da4-9744-74f42f2dae18,4438925c-5c3f-4773-aa1d-de52214915b1,28,1,99
c093fab1-1704-489d-b986-2b5f043abd9b,4438925c-5c3f-4773-aa1d-de52214915b1,29,15,85
84c7c285-7a56-456d-a8f7-eaa1b4a0bd59,b8426ff5-c6f2-4f25-a259-764e993ffa29,264,52,48
1f21e1ee-8960-49f0-9ce1-983ecf247827,b8426ff5-c6f2-4f25-a259-764e993ffa29,265,54,46
3ad1c887-eea1-4813-b4ef-b34a3474d291,b8426ff5-c6f2-4f25-a259-764e993ffa29,266,58,42
61403d69-479e-4099-b9b6-9b7d0df600cc,b8426ff5-c6f2-4f25-a259-764e993ffa29,267,53,47
60ef57fd-95a7-4dbc-bd7d-24c9182ef5bb,b8426ff5-c6f2-4f25-a259-764e993ffa29,268,52,48
3f576a50-29db-4922-8422-dabeaf76c647,b8426ff5-c6f2-4f25-a259-764e993ffa29,269,51,49
3511ffb1-f387-44dc-a7ee-d11b7677a0df,b8426ff5-c6f2-4f25-a259-764e993ffa29,270,49,51
2a82d239-c800-498c-aa2f-4d5aaff38f67,b8426ff5-c6f2-4f25-a259-764e993ffa29,271,54,46
3fddf3e0-3b6e-4096-a50d-cd548553ee99,b8426ff5-c6f2-4f25-a259-764e993ffa29,272,52,48
610deea3-1a39-41b8-ac4e-5fd5a43127c4,b8426ff5-c6f2-4f25-a259-764e993ffa29,273,50,50
9838686c-1e76-463b-b05d-fc7948cb8ea5,b8426ff5-c6f2-4f25-a259-764e993ffa29,274,53,47
57a86097-91c6-4a2d-b6de-e7d841f19411,b8426ff5-c6f2-4f25-a259-764e993ffa29,275,59,41
0cf78792-293a-4558-a3ae-dd312918638f,b8426ff5-c6f2-4f25-a259-764e993ffa29,276,54,46
318fcda6-3ca7-4b89-8550-a9fa2c540cf3,b8426ff5-c6f2-4f25-a259-764e993ffa29,277,68,32
f97dfb23-4c23-47d2-ada9-bfe0ba9578c0,b8426ff5-c6f2-4f25-a259-764e993ffa29,278,51,49
5667a6f4-1e4d-46a8-ace8-f158e3c67455,b8426ff5-c6f2-4f25-a259-764e993ffa29,279,60,40
4c886163-406e-4e96-a4ca-824f3a5d5eed,b8426ff5-c6f2-4f25-a259-764e993ffa29,280,48,52
d3e346cb-6e86-43c1-8208-fe74c13c9879,b8426ff5-c6f2-4f25-a259-764e993ffa29,281,45,55
0337b1bf-05eb-42cc-a6b0-6ec249b6611e,b8426ff5-c6f2-4f25-a259-764e993ffa29,282,53,47
ed44ded3-0787-45d4-a29a-19910c8938e8,b8426ff5-c6f2-4f25-a259-764e993ffa29,283,76,24
674e366e-549e-4a58-aa8f-66ea774b59ba,b8426ff5-c6f2-4f25-a259-764e993ffa29,284,77,23
e8e9cbe6-e9f6-45bf-9e48-b438e7ccbd8e,4438925c-5c3f-4773-aa1d-de52214915b1,30,33,67
1173705c-910b-41a0-8348-e32688695ffc,b8426ff5-c6f2-4f25-a259-764e993ffa29,285,75,25
9c3a5202-756d-486b-a401-1d31e847b9be,b8426ff5-c6f2-4f25-a259-764e993ffa29,286,64,36
366316e0-91b8-4a5e-9008-0677bcff9aa4,b8426ff5-c6f2-4f25-a259-764e993ffa29,287,56,44
8a5dfd63-d615-4a79-a0a5-73aa47cf1ce9,b8426ff5-c6f2-4f25-a259-764e993ffa29,288,56,44
0d871466-e5b7-48f5-badc-d9031fd2e5ca,b8426ff5-c6f2-4f25-a259-764e993ffa29,289,43,57
23e2fda8-ad35-423a-bac3-23e75ab07bc2,b8426ff5-c6f2-4f25-a259-764e993ffa29,290,44,56
f1382741-cc5b-4398-ac72-feb5140e5d09,b8426ff5-c6f2-4f25-a259-764e993ffa29,291,53,47
f0ad3793-44f2-45dc-867b-e384e17e7aff,b8426ff5-c6f2-4f25-a259-764e993ffa29,292,61,39
13c37899-defe-4044-908d-2bab8d0be4e8,b8426ff5-c6f2-4f25-a259-764e993ffa29,293,55,45
254e3af5-15c6-47c6-988c-f67173acde6e,b8426ff5-c6f2-4f25-a259-764e993ffa29,294,58,42
eeae4055-8ab0-4cdd-9a5b-08e9eeb1cea2,b8426ff5-c6f2-4f25-a259-764e993ffa29,295,54,46
ce226bf1-e1a9-45c5-9d35-2fec033f6211,b8426ff5-c6f2-4f25-a259-764e993ffa29,296,60,40
65d1ae39-9312-4358-ac51-204b2a6a8b98,b8426ff5-c6f2-4f25-a259-764e993ffa29,297,61,39
7060c69a-b2b3-4eeb-ab28-6dc1d37c4404,b8426ff5-c6f2-4f25-a259-764e993ffa29,298,65,35
0534ffa5-fb98-444e-8c7a-d8fbebe72823,b8426ff5-c6f2-4f25-a259-764e993ffa29,299,71,29
2344c4e7-d859-40a2-a2c0-823393ab6284,b8426ff5-c6f2-4f25-a259-764e993ffa29,300,66,34
dc022638-7e3a-487f-9ea9-96df92f0dc9d,4438925c-5c3f-4773-aa1d-de52214915b1,31,72,28
d39d2590-85a4-4fe7-acfe-09a861cf8790,4438925c-5c3f-4773-aa1d-de52214915b1,32,37,63
eea333a6-aa54-42a0-a65f-dc5f06accf2a,4438925c-5c3f-4773-aa1d-de52214915b1,33,64,36
f470f516-8ee2-4ff6-bee1-0f336c02fc8d,4438925c-5c3f-4773-aa1d-de52214915b1,34,42,58
5379d138-4780-4bcc-8a0c-5701b7570887,4438925c-5c3f-4773-aa1d-de52214915b1,35,72,28
c433dd1c-ecba-4b84-893b-5fec9cc6bba8,4438925c-5c3f-4773-aa1d-de52214915b1,36,68,32
443985d8-52dc-42d2-8bc6-b8a3dff7a6da,4438925c-5c3f-4773-aa1d-de52214915b1,37,76,24
ab755f28-9a82-4e1b-a698-8678e78f6f64,4438925c-5c3f-4773-aa1d-de52214915b1,38,87,13
af212cca-5b40-4ae2-ad21-f0cb324be11a,4438925c-5c3f-4773-aa1d-de52214915b1,39,95,5
fafcf905-f9f1-4ea2-9c13-e91fdd11a3eb,4438925c-5c3f-4773-aa1d-de52214915b1,40,98,2
fffa97b9-4d1c-4efc-9ec5-8912556051cb,4438925c-5c3f-4773-aa1d-de52214915b1,41,96,4
a5be090c-db68-4e76-b384-b1c75a741073,4438925c-5c3f-4773-aa1d-de52214915b1,42,96,4
4d3a64f3-6545-4e0e-84ac-7d4a5a715a58,4438925c-5c3f-4773-aa1d-de52214915b1,43,96,4
2fefab4d-763d-497f-a403-b361a4858c40,4438925c-5c3f-4773-aa1d-de52214915b1,44,55,45
174bc14c-18bb-4b65-bc53-1423c50177d5,4438925c-5c3f-4773-aa1d-de52214915b1,45,59,41
1008e46d-d996-4806-a1d3-88335f137704,4438925c-5c3f-4773-aa1d-de52214915b1,46,89,11
24deff43-8d72-40b2-9ad6-bf8393c48aae,4438925c-5c3f-4773-aa1d-de52214915b1,47,94,6
35f9cf21-7d10-48ed-80d3-21592921e1a6,4438925c-5c3f-4773-aa1d-de52214915b1,48,96,4
5f534f8b-b9be-4a20-bd8e-ebe7f1694d2c,4438925c-5c3f-4773-aa1d-de52214915b1,49,100,0
81616bf1-8d02-4c27-9f95-38903fd29a46,4438925c-5c3f-4773-aa1d-de52214915b1,50,99,1
143efdda-5c2a-4b22-acff-d40eb2fc3328,4438925c-5c3f-4773-aa1d-de52214915b1,51,99,1
7eafa617-f7f1-488d-b841-9a4dfeef4152,4438925c-5c3f-4773-aa1d-de52214915b1,52,100,0
37bafe7a-5bad-4799-9982-3f759244e787,4438925c-5c3f-4773-aa1d-de52214915b1,53,99,1
252504f6-d6f3-4b44-9495-2142db6a46ce,4438925c-5c3f-4773-aa1d-de52214915b1,54,100,0
d6feb674-d537-4d5a-8d9a-7bb7ffbbed64,4438925c-5c3f-4773-aa1d-de52214915b1,55,96,4
4e69307d-cbdc-41eb-8096-6ba25e39e6e4,4438925c-5c3f-4773-aa1d-de52214915b1,56,91,9
6e720c46-c254-4c5c-abd7-13c76025ecaf,4438925c-5c3f-4773-aa1d-de52214915b1,57,86,14
474737de-c35f-47ec-a981-0c50a362b507,4438925c-5c3f-4773-aa1d-de52214915b1,58,96,4
bcab1e09-2e91-46f0-869c-616f9cfd6d55,4438925c-5c3f-4773-aa1d-de52214915b1,59,96,4
7b5bc3f9-6fc6-49b5-91ba-dd1017b8c7b1,4438925c-5c3f-4773-aa1d-de52214915b1,60,97,3
c473cc20-88fd-416e-93ca-484fc34791c9,4438925c-5c3f-4773-aa1d-de52214915b1,61,99,1
5d5c0b04-b6cd-47b4-b53f-817384fe98b3,4438925c-5c3f-4773-aa1d-de52214915b1,62,98,2
63bbb53b-bc2a-4411-bf9e-4c19c0f50d5c,4438925c-5c3f-4773-aa1d-de52214915b1,63,100,0
f97c1535-ff88-40b9-83d8-a478a788dbac,4438925c-5c3f-4773-aa1d-de52214915b1,64,97,3
a422a44a-f758-4414-ac11-19871bb2da78,4438925c-5c3f-4773-aa1d-de52214915b1,65,96,4
d1ecde58-7194-4011-84c1-4ddbe05be1f7,4438925c-5c3f-4773-aa1d-de52214915b1,66,97,3
a6d4edc1-70da-47af-9516-69a8a3a5d28a,4438925c-5c3f-4773-aa1d-de52214915b1,67,95,5
14dea873-c3bd-4427-92bf-cd726ec2546c,4438925c-5c3f-4773-aa1d-de52214915b1,68,100,0
4fb5f554-c7a3-473a-9b64-8aace0db127f,4438925c-5c3f-4773-aa1d-de52214915b1,69,93,7
a9fe8f53-52a7-4ea2-a294-2e40f508567a,4438925c-5c3f-4773-aa1d-de52214915b1,70,96,4
2ff7cd76-58d8-40d0-a2dc-ac47bdc3e734,4438925c-5c3f-4773-aa1d-de52214915b1,71,89,11
c743c1f0-3ef3-4d5a-a382-f09e32257e9f,4438925c-5c3f-4773-aa1d-de52214915b1,72,84,16
8cc0cda2-0b79-4fe8-95d8-72ce16645d6e,4438925c-5c3f-4773-aa1d-de52214915b1,73,93,7
5c8a69ff-81cf-49d8-8e0a-b7322e3da5a3,4438925c-5c3f-4773-aa1d-de52214915b1,74,63,37
c53946eb-6270-4f4a-a0c1-b78ca1d8868d,4438925c-5c3f-4773-aa1d-de52214915b1,75,44,56
1905df46-8619-4405-a588-ed9300db1a81,4438925c-5c3f-4773-aa1d-de52214915b1,76,62,38
ee4c125a-c00f-4cc3-85a5-236c5ded3658,4438925c-5c3f-4773-aa1d-de52214915b1,77,57,43
109b78b3-1130-476a-a707-df318ddc505e,4438925c-5c3f-4773-aa1d-de52214915b1,78,26,74
a954abe6-3005-445f-80d6-69dccbeca513,4438925c-5c3f-4773-aa1d-de52214915b1,79,44,56
071a9dd3-4b12-44b1-a377-b93e2282ee4a,4438925c-5c3f-4773-aa1d-de52214915b1,80,35,65
10529b42-83c7-455e-97f0-d776986a0812,4438925c-5c3f-4773-aa1d-de52214915b1,81,35,65
c4f9cf11-0dcd-4024-9a95-577027abbe71,4438925c-5c3f-4773-aa1d-de52214915b1,82,23,77
2e570e53-c68c-4e31-84a7-31ca6abb6fef,4438925c-5c3f-4773-aa1d-de52214915b1,83,29,71
1643cdd5-e832-4fce-832a-5b1eb5877b31,4438925c-5c3f-4773-aa1d-de52214915b1,84,26,74
a9a663b9-9fad-4db8-a75f-2f15d1206d1c,4438925c-5c3f-4773-aa1d-de52214915b1,85,11,89
ea470427-a117-4ecd-9699-af76e6a42122,4438925c-5c3f-4773-aa1d-de52214915b1,86,10,90
3ad9d643-1484-43ab-bf25-5a0da8c69153,4438925c-5c3f-4773-aa1d-de52214915b1,87,10,90
26fc7d90-74bf-460c-b895-67bd9f55a06a,4438925c-5c3f-4773-aa1d-de52214915b1,88,7,93
6adbf476-1542-4bbb-b89d-363d63b8b1ef,e25b48e9-4356-4c4c-8b05-94132af9dac1,1,49,51
2540fd62-d7c3-4489-8917-3c822ead0f62,e25b48e9-4356-4c4c-8b05-94132af9dac1,2,45,55
d4975424-ae30-4498-b595-755e80c96cfe,e25b48e9-4356-4c4c-8b05-94132af9dac1,3,43,57
046c1eeb-e6ec-4027-b2c5-71728af0478c,e25b48e9-4356-4c4c-8b05-94132af9dac1,4,39,61
07a4580a-646f-4d6c-9122-44c64fe3b0b5,e25b48e9-4356-4c4c-8b05-94132af9dac1,5,32,68
cdf7e5c4-b9ca-4e1c-938e-520c458cb7e1,e25b48e9-4356-4c4c-8b05-94132af9dac1,6,32,68
e732edb0-e07b-49c3-b65b-811b2df3b1df,e25b48e9-4356-4c4c-8b05-94132af9dac1,7,29,71
f0513ecf-67d7-4c75-9b3a-a61a3f9aa56f,e25b48e9-4356-4c4c-8b05-94132af9dac1,8,32,68
398b2640-3314-48ad-aa7a-10e8f54aaaa4,e25b48e9-4356-4c4c-8b05-94132af9dac1,9,31,69
80b116aa-af54-44e5-9f96-2a59a1a921c1,e25b48e9-4356-4c4c-8b05-94132af9dac1,10,31,69
b1d77561-c004-4180-9b3e-d706e71184b9,e25b48e9-4356-4c4c-8b05-94132af9dac1,11,31,69
2cdc753c-2b31-4891-bbe8-535127b6ed7c,e25b48e9-4356-4c4c-8b05-94132af9dac1,12,31,69
44a19460-ce43-437b-812b-2bc93edbb2b0,e25b48e9-4356-4c4c-8b05-94132af9dac1,13,31,69
4b92d2f0-dc9d-4f9c-8b26-dd170853aa61,e25b48e9-4356-4c4c-8b05-94132af9dac1,14,32,68
ebab35d3-77b9-4441-a541-5edeac27aaed,e25b48e9-4356-4c4c-8b05-94132af9dac1,15,32,68
ce769873-3d0d-430f-a10b-cae2ae34eb28,e25b48e9-4356-4c4c-8b05-94132af9dac1,16,33,67
51403ba0-f0b4-408e-bf94-7fe116719bb4,e25b48e9-4356-4c4c-8b05-94132af9dac1,17,33,67
dbe0a905-cc04-4bf9-b298-ed8f37e8250d,e25b48e9-4356-4c4c-8b05-94132af9dac1,18,32,68
bd01f335-9aa8-4ce8-b825-ac2031b0ed9c,e25b48e9-4356-4c4c-8b05-94132af9dac1,19,36,64
5c301b8c-38fc-42ba-9b68-65ea072cda02,e25b48e9-4356-4c4c-8b05-94132af9dac1,20,35,65
92888976-61b4-49c4-92db-f9f4e76fa8bb,e25b48e9-4356-4c4c-8b05-94132af9dac1,21,33,67
d4c65c17-aaf7-48b1-8c5f-094931247654,4438925c-5c3f-4773-aa1d-de52214915b1,89,7,93
ed30e723-cba8-4f85-bd5a-db1847087a6f,e25b48e9-4356-4c4c-8b05-94132af9dac1,22,33,67
f00d5efb-56af-4c0b-8658-e2b9ae281b07,e25b48e9-4356-4c4c-8b05-94132af9dac1,23,33,67
a7b6a384-17a6-4304-8b0f-849344e2502a,e25b48e9-4356-4c4c-8b05-94132af9dac1,24,33,67
93c13680-57c4-4589-93f9-06639f57bb7b,e25b48e9-4356-4c4c-8b05-94132af9dac1,25,33,67
35f978c3-33db-4e30-b432-ebaf82d71c7a,e25b48e9-4356-4c4c-8b05-94132af9dac1,26,33,67
0f4b5a4f-f024-4db4-9dd8-9bd2c59f6caa,e25b48e9-4356-4c4c-8b05-94132af9dac1,27,34,66
43db6405-a526-4e27-a45f-27a7494fdbbb,e25b48e9-4356-4c4c-8b05-94132af9dac1,28,33,67
34c092a7-5a49-4e99-bc33-4ec400ad9592,e25b48e9-4356-4c4c-8b05-94132af9dac1,29,33,67
f521c776-2efb-4fd9-8bc2-e9e904f37e10,e25b48e9-4356-4c4c-8b05-94132af9dac1,30,33,67
508b5068-4a64-4d9c-9d14-013c37647b82,e25b48e9-4356-4c4c-8b05-94132af9dac1,31,35,65
1a34b88d-3e87-4c36-b05e-8206fb45b71e,4438925c-5c3f-4773-aa1d-de52214915b1,90,7,93
f4441c68-f0ff-4ae5-85c3-953571a34024,e25b48e9-4356-4c4c-8b05-94132af9dac1,32,33,67
cfb03479-b336-4a23-bb97-3c1a25b437f4,e25b48e9-4356-4c4c-8b05-94132af9dac1,33,34,66
cfc03bed-141b-4f51-8f86-85d806484561,e25b48e9-4356-4c4c-8b05-94132af9dac1,34,34,66
039ab397-1180-48e7-b987-380916359bec,e25b48e9-4356-4c4c-8b05-94132af9dac1,35,34,66
5f5fb6d3-5197-448b-8933-4e6328d91e04,e25b48e9-4356-4c4c-8b05-94132af9dac1,36,33,67
b29e6c61-c3b2-4bb7-940a-366f71f703ae,e25b48e9-4356-4c4c-8b05-94132af9dac1,37,34,66
ceb655a1-9460-413c-812e-58970e29aa68,e25b48e9-4356-4c4c-8b05-94132af9dac1,38,33,67
725bba7e-f4f9-4eb1-ad5f-eeee13d3f9cf,e25b48e9-4356-4c4c-8b05-94132af9dac1,39,34,66
2d7d79d5-3d0c-4e67-8819-2730e67038d7,e25b48e9-4356-4c4c-8b05-94132af9dac1,40,33,67
e33a417d-5b54-4e9c-b488-065f202e99ff,e25b48e9-4356-4c4c-8b05-94132af9dac1,41,34,66
fd72e358-1f03-4199-9341-a4d44b6f07ef,e25b48e9-4356-4c4c-8b05-94132af9dac1,42,34,66
e5e53c61-071e-460c-909b-f4b9d5d07bae,e25b48e9-4356-4c4c-8b05-94132af9dac1,43,34,66
9826494a-92eb-4ac5-a319-984ced5caa05,e25b48e9-4356-4c4c-8b05-94132af9dac1,44,34,66
23cbac9a-be04-40bc-a6ac-fa5e7f1dc0a8,e25b48e9-4356-4c4c-8b05-94132af9dac1,45,35,65
96778a73-9807-455b-a2b1-a9c720902bf0,4438925c-5c3f-4773-aa1d-de52214915b1,91,4,96
dc5a3fee-9ac6-4239-90d8-7f79508bc8d0,e25b48e9-4356-4c4c-8b05-94132af9dac1,46,34,66
b9f835a7-4e5e-4fa5-8fc3-f322e54bae67,e25b48e9-4356-4c4c-8b05-94132af9dac1,47,34,66
8dda8a91-0af8-4042-970f-7c6e5687aa2b,e25b48e9-4356-4c4c-8b05-94132af9dac1,48,33,67
ce6322d3-bbc4-4a83-a500-0e949a3897b0,e25b48e9-4356-4c4c-8b05-94132af9dac1,49,33,67
0ea5710a-f99b-40ed-8fe3-5b981c4ddbe5,e25b48e9-4356-4c4c-8b05-94132af9dac1,50,33,67
a60670ea-ab28-4058-96da-94cf8f247a9f,e25b48e9-4356-4c4c-8b05-94132af9dac1,51,34,66
a8ad1b6a-f498-4d3e-87eb-929107620644,e25b48e9-4356-4c4c-8b05-94132af9dac1,52,34,66
24953c09-1ff0-4241-9e9b-5874c40c9cc3,e25b48e9-4356-4c4c-8b05-94132af9dac1,53,34,66
ecc0f08c-16e0-40a0-9c22-e10b0cec7237,4438925c-5c3f-4773-aa1d-de52214915b1,92,7,93
95a4bfd5-0a84-4fd7-9065-feb100724f0f,e25b48e9-4356-4c4c-8b05-94132af9dac1,54,34,66
00142c8c-9d3b-47e6-856b-4100a23097a6,e25b48e9-4356-4c4c-8b05-94132af9dac1,55,34,66
41d6e1ae-9d6f-47cc-8824-9b834b1b124f,e25b48e9-4356-4c4c-8b05-94132af9dac1,56,33,67
05a147f4-8df8-477b-b15a-95a0cde1927a,e25b48e9-4356-4c4c-8b05-94132af9dac1,57,34,66
831ac835-484f-4a73-8b81-a5857ec7a642,e25b48e9-4356-4c4c-8b05-94132af9dac1,58,34,66
e80d805a-5664-45e2-b8e0-c5ec9a25b1e1,e25b48e9-4356-4c4c-8b05-94132af9dac1,59,34,66
1da91e78-5868-4722-b0cf-aafb3a69262f,e25b48e9-4356-4c4c-8b05-94132af9dac1,60,34,66
e5256f32-f18d-469d-a514-b2bb4fb01877,e25b48e9-4356-4c4c-8b05-94132af9dac1,61,35,65
95165da1-05a9-46c3-9d2b-7981fd11d22c,e25b48e9-4356-4c4c-8b05-94132af9dac1,62,34,66
ecc3004b-90a8-44e1-9f13-f1f0b23e4490,e25b48e9-4356-4c4c-8b05-94132af9dac1,63,34,66
da467b15-371f-47ff-bdd6-baf8505e70c7,e25b48e9-4356-4c4c-8b05-94132af9dac1,64,34,66
7198ff84-dffa-4e39-93a1-5dd0e9e84c39,e25b48e9-4356-4c4c-8b05-94132af9dac1,65,35,65
804be546-33f0-47a4-ac94-0a38dea3190d,e25b48e9-4356-4c4c-8b05-94132af9dac1,66,35,65
fe90bcf3-b6bd-4879-a88c-daec35babea9,e25b48e9-4356-4c4c-8b05-94132af9dac1,67,36,64
8c0ff29b-57e8-4590-832c-e8589c6dbb34,e25b48e9-4356-4c4c-8b05-94132af9dac1,68,35,65
2d0748f9-a1c8-4cc4-8284-69197cfc227d,e25b48e9-4356-4c4c-8b05-94132af9dac1,69,36,64
e1c3ed04-d996-4f70-a9d9-c66bac1f589b,e25b48e9-4356-4c4c-8b05-94132af9dac1,70,36,64
950d1bdd-9abb-4c13-94cd-2a116addca66,e25b48e9-4356-4c4c-8b05-94132af9dac1,71,38,62
05f0afc8-99ef-4bd3-a10e-e5da8cd8f71b,e25b48e9-4356-4c4c-8b05-94132af9dac1,72,40,60
584635c2-fee4-496b-ba19-7ab8c6bcc3c8,e25b48e9-4356-4c4c-8b05-94132af9dac1,73,37,63
d21b3d19-e2a3-43be-8569-31b21095e232,4438925c-5c3f-4773-aa1d-de52214915b1,93,17,83
65077982-29eb-43c4-be54-aba1d9499bae,e25b48e9-4356-4c4c-8b05-94132af9dac1,74,42,58
